Search_Rank,MIM_Raw,MIM_ID,Entry_Prefix,Title,Included_Titles,Relation_Class,Mechanism_Tag,Age_Scope,Hemorrhagic_Flag,Venous_Predominant_Flag,Gene_Phenotype_Link_Status,Linked_Gene_Symbols,Target_Eligible_Strict,Decision,Reason,Evidence_URL
643,#606762,606762,#,"HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 6; HHF6",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
644,#237310,237310,#,N-ACETYLGLUTAMATE SYNTHASE DEFICIENCY; NAGSD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
645,#238970,238970,#,HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME; HHHS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
646,#617186,617186,#,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
647,#619644,619644,#,IMMUNODEFICIENCY 91 AND HYPERINFLAMMATION; IMD91,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
648,#621405,621405,#,IMMUNODEFICIENCY 134 (EPSTEIN-BARR VIRUS-SPECIFIC); IMD134,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
649,178400,178400,,"PULMONARY EDEMA OF MOUNTAINEERS, SUSCEPTIBILITY TO",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
677,#148200,148200,#,KERATOENDOTHELIITIS FUGAX HEREDITARIA; KEFH,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
678,#162500,162500,#,"NEUROPATHY, HEREDITARY, WITH LIABILITY TO PRESSURE PALSIES; HNPP",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
679,#169500,169500,#,"LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT, TYPICAL; ADLDTY",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
680,#610738,610738,#,"NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
681,#612300,612300,#,"HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY; HACD59",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
682,#614458,614458,#,THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
683,#615008,615008,#,"NEPHROTIC SYNDROME, TYPE 7; NPHS7","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 7, INCLUDED; AHUS7, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
684,#615438,615438,#,INFANTILE LIVER FAILURE SYNDROME 1; ILFS1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
685,#615947,615947,#,"HYPERLIPOPROTEINEMIA, TYPE ID",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
686,#618523,618523,#,"HYPER-IgE SYNDROME 4B, AUTOSOMAL RECESSIVE, WITH RECURRENT INFECTIONS; HIES4B",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
687,#210900,210900,#,BLOOM SYNDROME; BLM,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
688,#227650,227650,#,"FANCONI ANEMIA, COMPLEMENTATION GROUP A; FANCA","FANCONI ANEMIA, ESTREN-DAMESHEK VARIANT, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
689,#229600,229600,#,"FRUCTOSE INTOLERANCE, HEREDITARY; HFI",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
690,#604173,604173,#,POIKILODERMA WITH NEUTROPENIA; PN,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
691,#248600,248600,#,"MAPLE SYRUP URINE DISEASE, TYPE IA; MSUD1A",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
692,#249100,249100,#,FAMILIAL MEDITERRANEAN FEVER; FMF,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
693,#261680,261680,#,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC; PCKDC",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
694,#277590,277590,#,WEAVER SYNDROME; WVS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
695,#277900,277900,#,WILSON DISEASE; WND,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
696,#607624,607624,#,"GRISCELLI SYNDROME, TYPE 2; GS2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
697,#301109,301109,#,"AUTOINFLAMMATORY DISEASE, MULTISYSTEM, WITH IMMUNE DYSREGULATION, X-LINKED; ADMIDX",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
698,#301110,301110,#,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, 8, WITH RHIZOMELIC SHORT STATURE; AHUS8",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
699,#310200,310200,#,"MUSCULAR DYSTROPHY, DUCHENNE TYPE; DMD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
700,#618892,618892,#,HARDEROPORPHYRIA; HARPO,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,非脑动脉缺血性疾病,
701,#618973,618973,#,SODIUM-DEPENDENT MULTIVITAMIN TRANSPORTER DEFICIENCY; SMVTD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
702,#619175,619175,#,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 5; PRAAS5,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
703,#619382,619382,#,"LEBER-LIKE HEREDITARY OPTIC NEUROPATHY, AUTOSOMAL RECESSIVE 1; LHONAR1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,眼科缺血或视网膜疾病，非AIS；RVCLS白名单除外,
704,#619812,619812,#,"BLOOD GROUP, EMM SYSTEM; EMM","EMM-NULL PHENOTYPE, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
705,#619824,619824,#,"AGAMMAGLOBULINEMIA 8B, AUTOSOMAL RECESSIVE; AGM8B",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
706,#620565,620565,#,IMMUNODEFICIENCY 113 WITH AUTOIMMUNITY AND AUTOINFLAMMATION; IMD113,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
707,#620569,620569,#,"LEBER-LIKE HEREDITARY OPTIC NEUROPATHY, AUTOSOMAL RECESSIVE 2; LHONAR2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,眼科缺血或视网膜疾病，非AIS；RVCLS白名单除外,
708,#621063,621063,#,MUGGENTHALER-CHOWDHURY-CHIOZA SYNDROME; MCCS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
709,%160010,160010,%,"MYOGLOBINURIA, AUTOSOMAL DOMINANT",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,非脑动脉缺血性疾病,
754,#117300,117300,#,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2",,Excluded,arteriopathy_or_small_vessel,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
755,#173100,173100,#,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE II; IGHD2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
756,#177650,177650,#,EXFOLIATION SYNDROME; XFS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
757,#610006,610006,#,2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
758,#610090,610090,#,PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY; PNPOD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
759,#611895,611895,#,AMYOTROPHIC LATERAL SCLEROSIS 9; ALS9,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
760,#612933,612933,#,GLYCOGEN STORAGE DISEASE XI; GSD11,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
761,#613098,613098,#,"INCREASED ANALGESIA FROM KAPPA-OPIOID RECEPTOR AGONIST, FEMALE-SPECIFIC",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
762,#614372,614372,#,MANNOSE-BINDING LECTIN DEFICIENCY; MBLD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
763,#614388,614388,#,ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1; EMPF1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
764,#614399,614399,#,"CONGENITAL MYOPATHY 10A, SEVERE VARIANT; CMYO10A",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
765,#615273,615273,#,CONGENITAL DISORDER OF DEGLYCOSYLATION 1; CDDG1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
766,#615616,615616,#,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13; ARVD13",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
767,#616052,616052,#,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7; MDDGC7",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
768,#617974,617974,#,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, DI ROCCO TYPE; SEMDDR",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
769,#618266,618266,#,"PONTOCEREBELLAR HYPOPLASIA, TYPE 12; PCH12",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
770,#618512,618512,#,O'DONNELL-LURIA-RODAN SYNDROME; ODLURO,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
771,#133020,133020,#,"ERYTHERMALGIA, PRIMARY","NEUROPATHY, SMALL FIBER, INCLUDED; SFNP, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
772,#601494,601494,#,"CARDIOMYOPATHY, DILATED, 1D; CMD1D","LEFT VENTRICULAR NONCOMPACTION 6, INCLUDED; LVNC6, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
773,#601813,601813,#,EXUDATIVE VITREORETINOPATHY 4; EVR4,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
774,#192430,192430,#,VELOCARDIOFACIAL SYNDROME; VCFS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
775,#192600,192600,#,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1; CMH1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
776,#212720,212720,#,MARTSOLF SYNDROME 1; MARTS1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
777,#223900,223900,#,"DYSAUTONOMIA, FAMILIAL; FD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
778,#228550,228550,#,"MYOFIBROMATOSIS, INFANTILE, 1; IMF1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
779,#243180,243180,#,"VISCERAL NEUROPATHY, FAMILIAL, 1, AUTOSOMAL RECESSIVE; VSCN1","NEURONAL INTESTINAL DYSPLASIA, TYPE A, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
780,#245340,245340,#,ERYTHROCYTE LACTATE TRANSPORTER DEFECT,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
781,#251290,251290,#,PSEUDO-TORCH SYNDROME 1; PTORCH1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
782,#254500,254500,#,"MYELOMA, MULTIPLE","AMYLOIDOSIS, SYSTEMIC, INCLUDED; AL, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,检索词中的acute等来自血液肿瘤语境，非脑缺血性卒中,
783,#259900,259900,#,"HYPEROXALURIA, PRIMARY, TYPE I; HP1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
784,#607822,607822,#,ALZHEIMER DISEASE 3; AD3,"ALZHEIMER DISEASE, FAMILIAL, 3, WITH SPASTIC PARAPARESIS AND UNUSUAL PLAQUES, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
785,#300291,300291,#,ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 1; EDAID1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
786,#309900,309900,#,"MUCOPOLYSACCHARIDOSIS, TYPE II; MPS2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
787,#242500,242500,#,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
788,#612422,612422,#,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3; RCM3",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
789,#619445,619445,#,"DIARRHEA 12, WITH MICROVILLUS ATROPHY; DIAR12",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
790,#619472,619472,#,VISS SYNDROME; VISS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
791,#620658,620658,#,"AMYLOIDOSIS, HEREDITARY SYSTEMIC 5; AMYLD5",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
792,#621270,621270,#,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 31; CMH31",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
793,#621373,621373,#,"MOLYBDENUM COFACTOR DEFICIENCY, TYPE B2; MOCODB2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
794,#621384,621384,#,DEVELOPMENTAL DELAY WITH VARIABLE CARDIAC AND RENAL CONGENITAL ANOMALIES AND DYSMORPHIC FACIES; DEDCRF,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
795,#621511,621511,#,LETHAL CONGENITAL CONTRACTURE SYNDROME 12; LCCS12,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
796,%613219,613219,%,FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 2; FGQTL2,"BIRTH WEIGHT QUANTITATIVE TRAIT LOCUS 1, INCLUDED; BWQTL1, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
797,%613339,613339,%,"EPILEPSY, HOT WATER, 1; HWE1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
798,%605750,605750,%,EXUDATIVE VITREORETINOPATHY 3; EVR3,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
799,106280,106280,,ANKYLOGLOSSIA WITH OR WITHOUT TOOTH ANOMALIES; ANKG,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
800,107320,107320,,"ANTIPHOSPHOLIPID SYNDROME, FAMILIAL",,Extended_etiologic_record,other,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
801,603174,603174,,HYPERHOMOCYSTEINEMIA,,Extended_etiologic_record,metabolic_or_hematologic,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
859,#150230,150230,#,"TRICHORHINOPHALANGEAL SYNDROME, TYPE II; TRPS2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
860,#151800,151800,#,"LIPOMATOSIS, MULTIPLE SYMMETRIC, WITH OR WITHOUT AXONAL PERIPHERAL NEUROPATHY; MSL",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
861,#160900,160900,#,MYOTONIC DYSTROPHY 1; DM1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
862,#102200,102200,#,"PITUITARY ADENOMA 1, MULTIPLE TYPES; PITA1","PITUITARY ADENOMA PREDISPOSITION, INCLUDED; PAP, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
863,#600462,600462,#,"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1; MLASA1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
864,#610947,610947,#,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2; ADCAD2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,心脏缺血/心律失常全文命中，但未进入预设心源性扩展白名单,
865,#611493,611493,#,"ATRIAL FIBRILLATION, FAMILIAL, 4; ATFB4",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
866,#611556,611556,#,"GLYCOGEN STORAGE DISEASE 0, MUSCLE; GSD0B",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
867,#612201,612201,#,"ATRIAL FIBRILLATION, FAMILIAL, 6; ATFB6",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
868,#613120,613120,#,BRUGADA SYNDROME 7; BRGDA7,"ATRIAL FIBRILLATION, FAMILIAL, 16, INCLUDED; ATFB16, INCLUDED",Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
869,#613172,613172,#,"CARDIOMYOPATHY, DILATED, 1DD; CMD1DD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
870,#614486,614486,#,THROMBOPHILIA DUE TO THROMBOMODULIN DEFECT; THPH12,,Extended_etiologic_record,thrombophilia,Mixed,false,true,verified_phenotype_gene_link,THBD,false,Retain_as_evidence_record,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定,https://www.ncbi.nlm.nih.gov/gene/7056
