Gene_Symbol,Gene_Name,Entrez_Gene_ID,Ensembl_Gene_ID,Evidence_Tier,In_Strict_28,In_Primary_81,In_MediumExtended_176,In_BroadSensitivity_430,Primary_Source_Databases,Primary_Source_Count,Medium_Source_Databases,Medium_Source_Count,Broad_Source_Databases,Broad_Source_Count,GeneCards_Strict_ge5,GeneCards_Main_ge3,GeneCards_Broad_ge0.9,OMIM_UltraStrict,OMIM_Primary,OMIM_PrimaryPlusExtended,DisGeNET_Primary_raw_ge0.30,DisGeNET_Conservative_EI_ge0.80,DisGeNET_HumanLiterature,GeneCards_Relevance_Score,GeneCards_Knowledge_Score,OMIM_Gene_MIM_ID,OMIM_Phenotype_MIM_IDs,OMIM_Evidence_Layers,OMIM_Mechanism_Tags,DisGeNET_Raw_GDA_Score,DisGeNET_EI,DisGeNET_N_PMIDs,Interpretation_Note
PLA2G7,Phospholipase A2 Group VII,7941,ENSG00000146070,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,True,True,True,4.5516458,82.0,,,,,0.3,1.0,15,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLAT,"Plasminogen Activator, Tissue Type",5327,ENSG00000104368,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,14.745126,92.0,,,,,0.35,1.0,20,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLAU,"Plasminogen Activator, Urokinase",,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,21.936646,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLAUR,"Plasminogen Activator, Urokinase Receptor",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,89.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PLG,Plasminogen,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.4660664,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PON1,Paraoxonase 1,5444,ENSG00000005421,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.3750615,86.0,,,,,0.2,0.8333333333333334,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PPARA,Peroxisome Proliferator Activated Receptor Alpha,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PPARD,Peroxisome Proliferator Activated Receptor Delta,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PRCP,Prolylcarboxypeptidase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,77.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PRKG1,Protein Kinase CGMP-Dependent 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PROC,Protein C,5624,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,612283,176860,Extended_Etiologic,thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PROM1,Prominin 1,8842,ENSG00000007062,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.5902042,91.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PROS1,Protein S,5627,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,176880,612336,Extended_Etiologic,thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PSMB8,Proteasome 20S Subunit Beta 8,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PTGS1,Prostaglandin-Endoperoxide Synthase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,90.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PTGS2,Prostaglandin-Endoperoxide Synthase 2,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.9633937,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PTPN11,Protein Tyrosine Phosphatase Non-Receptor Type 11,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
PTX3,Pentraxin 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,70.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RARRES2,Retinoic Acid Receptor Responder 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,67.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RBP4,Retinol Binding Protein 4,5950,ENSG00000138207,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.357602,95.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RCAN1,Regulator Of Calcineurin 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,77.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RELA,"RELA Proto-Oncogene, NF-KB Subunit",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RETN,Resistin,56729,ENSG00000104918,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.1723397,69.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RIPK1,Receptor Interacting Serine/Threonine Kinase 1,8737,ENSG00000137275,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.871239,100.0,,,,,0.25,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RIPK3,Receptor Interacting Serine/Threonine Kinase 3,11035,ENSG00000129465,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,88.0,,,,,0.25,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RNF213,Ring finger protein 213,57674,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,613768,607151,Extended_Etiologic,moyamoya,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ROCK2,Rho associated coiled-coil containing protein kinase 2,9475,ENSG00000134318,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RPL36A-HNRNPH2,RPL36A-HNRNPH2 Readthrough,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5902042,55.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
RPS5,Ribosomal Protein S5,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,84.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
S100A8,S100 Calcium Binding Protein A8,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9833109,85.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
S100A9,S100 Calcium Binding Protein A9,6280,ENSG00000163220,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.0475724,85.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
S100B,S100 Calcium Binding Protein B,6285,ENSG00000160307,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,6.4530697,88.0,,,,,0.2,0.8571428571428571,7,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SAA1,Serum Amyloid A1,6288,ENSG00000173432,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.2212017,79.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SCN5A,Sodium Voltage-Gated Channel Alpha Subunit 5,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SDC1,syndecan 1,6382,ENSG00000115884,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SELE,selectin E,6401,ENSG00000007908,BroadSensitivity,False,False,False,True,,0,,0,DisGeNET,1,False,False,False,False,False,False,False,False,True,,,,,,,0.2,0.5,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SELP,Selectin P,6403,ENSG00000174175,BroadSensitivity,False,False,False,True,,0,,0,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,False,True,2.7043025,91.0,,,,,0.2,0.3333333333333333,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SELPLG,Selectin P Ligand,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,74.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINA1,Serpin Family A Member 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINA12,Serpin Family A Member 12,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,65.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINC1,Serpin family C member 1,462,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,107300,613118,Extended_Etiologic,thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINE1,Serpin Family E Member 1,,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,5.2394767,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPING1,Serpin Family G Member 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,98.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SERPINI1,Serpin Family I Member 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SGCG,Sarcoglycan Gamma,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SIRT1,Sirtuin 1,23411,ENSG00000096717,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.8048253,97.0,,,,,0.25,0.8,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SIRT2,Sirtuin 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SIRT6,Sirtuin 6,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,89.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLC14A2,Solute Carrier Family 14 Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,65.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLC1A2,Solute Carrier Family 1 Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLC20A2,Solute Carrier Family 20 Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5259428,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLC2A10,Solute Carrier Family 2 Member 10,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLC5A2,Solute Carrier Family 5 Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7934362,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLC9A1,Solute Carrier Family 9 Member A1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3365415,97.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLCO1B1,Solute Carrier Organic Anion Transporter Family Member 1B1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SLPI,Secretory Leukocyte Peptidase Inhibitor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,71.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SMAD2,SMAD Family Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6151948,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SMAD3,SMAD Family Member 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6151948,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SMAD4,SMAD Family Member 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SMARCAL1,SNF2 Related Chromatin Remodeling Annealing Helicase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,90.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SNCA,synuclein alpha,6622,ENSG00000145335,BroadSensitivity,False,False,False,True,,0,,0,DisGeNET,1,False,False,False,False,False,False,False,False,True,,,,,,,0.2,0.5,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SNCB,Synuclein Beta,6620,ENSG00000074317,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,72.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SOD1,Superoxide Dismutase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.374183,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SOD2,Superoxide Dismutase 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SON,SON DNA And RNA Binding Protein,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,87.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SOST,Sclerostin,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SPP1,Secreted Phosphoprotein 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.1475344,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,97.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
SSTR2,somatostatin receptor 2,6752,ENSG00000180616,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ST7L,Suppression Of Tumorigenicity 7 Like,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9833109,51.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
STAT3,Signal Transducer And Activator Of Transcription 3,6774,ENSG00000168610,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.278482,100.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TBXA2R,Thromboxane A2 Receptor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TG,Thyroglobulin,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,90.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TGFB2,Transforming Growth Factor Beta 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TGFB3,Transforming Growth Factor Beta 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TGFBR1,Transforming Growth Factor Beta Receptor 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TGFBR2,Transforming Growth Factor Beta Receptor 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
THBD,Thrombomodulin,7056,ENSG00000178726,MediumExtended,False,False,True,True,,0,OMIM;DisGeNET,2,GeneCards;OMIM;DisGeNET,3,False,False,True,False,False,True,False,True,True,2.0475724,93.0,188040,614486,Extended_Etiologic,thrombophilia,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
THBS1,Thrombospondin 1,7057,ENSG00000137801,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.3100295,95.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
THSD4,Thrombospondin Type 1 Domain Containing 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,76.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TIMD4,T Cell Immunoglobulin And Mucin Domain Containing 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,65.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TIMP1,TIMP Metallopeptidase Inhibitor 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.1616707,82.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TJP1,Tight Junction Protein 1,,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,5.373794,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLK1,Tousled Like Kinase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,77.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR2,Toll Like Receptor 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5259428,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR3,Toll Like Receptor 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR4,Toll Like Receptor 4,7099,ENSG00000136869,Strict,True,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,False,True,True,5.007799,96.0,,,,,0.25,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR7,Toll Like Receptor 7,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,98.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR8,Toll Like Receptor 8,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,89.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TLR9,Toll Like Receptor 9,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNF,Tumor Necrosis Factor,7124,ENSG00000232810,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,True,True,True,3.3012965,91.0,,,,,0.3,0.8235294117647058,17,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFAIP6,TNF Alpha Induced Protein 6,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,69.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFAIP8L2,TNF Alpha Induced Protein 8 Like 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5259428,55.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFRSF11B,TNF Receptor Superfamily Member 11b,4982,ENSG00000164761,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.4548626,91.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFRSF12A,TNF Receptor Superfamily Member 12A,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.2133315,71.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFSF10,TNF Superfamily Member 10,8743,ENSG00000121858,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.6492987,88.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNFSF11,TNF Superfamily Member 11,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNNI3,"Troponin I3, Cardiac Type",7137,ENSG00000129991,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.0065806,92.0,,,,,0.2,0.8333333333333334,6,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TNNT2,"Troponin T2, Cardiac Type",7139,ENSG00000118194,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.251947,91.0,,,,,0.2,0.875,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TP53,Tumor Protein P53,7157,ENSG00000141510,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.3100295,100.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TPO,Thyroid Peroxidase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,95.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TRAF3,TNF Receptor Associated Factor 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.153762,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREM1,Triggering Receptor Expressed On Myeloid Cells 1,54210,ENSG00000124731,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.4548626,78.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREM2,Triggering Receptor Expressed On Myeloid Cells 2,54209,ENSG00000095970,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.2933404,89.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TREML1,triggering receptor expressed on myeloid cells like 1,340205,ENSG00000161911,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
